id,term,category,weight
6434,pah buay toh,positive,0.579
6594,pcc,positive,0.579
6897,polo topping,positive,0.579
6931,popiah,positive,0.579
6949,pork stuffing,positive,0.579
7093,pua chew cheng,positive,0.579
7158,qi gai ji,positive,0.579
7189,radish,positive,0.579
7217,raw vegetable,positive,0.579
7243,red bean paste,positive,0.579
7244,red bean polo bun,positive,0.579
7429,rojak melayu,positive,0.579
7448,roti canai,positive,0.579
7536,salted,positive,0.579
7611,satisfactory,positive,0.579
7748,self-stimulation,positive,0.579
7831,sexual sensation,positive,0.579
8331,stationery,positive,0.579
8644,sweet bun,positive,0.579
8857,tau huay,positive,0.579
9316,ulam,positive,0.579
9698,weeweet,positive,0.579
9712,well regards,positive,0.579
9775,whole roast chicken,positive,0.579
9885,xingfu,positive,0.579
289,agar agar,positive,0.578
373,ai swee,positive,0.578
563,armored regiment,positive,0.578
858,bean,positive,0.578
1043,bitter,positive,0.578
1264,briyani,positive,0.578
1913,commercial,positive,0.578
2754,evidence,positive,0.578
2793,exorcist,positive,0.578
2980,finishing touch,positive,0.578
3286,gerek,positive,0.578
3449,got link got talk,positive,0.578
3474,gravy,positive,0.578
3788,hock kee,positive,0.578
3811,hong bao,positive,0.578
3830,hor mia,positive,0.578
3918,hyperlink,positive,0.578
4243,jemput jemput pisang,positive,0.578
4246,jering,positive,0.578
4451,kati,positive,0.578
4970,laksa cibinong,positive,0.578
4973,laksa kari,positive,0.578
5599,medicinal value,positive,0.578
6585,pau fnb,positive,0.578
6729,perform ritual,positive,0.578
7000,prata flip fnb,positive,0.578
7619,sauce,positive,0.578
8278,spirit medium,positive,0.578
8351,steamed bun,positive,0.578
8647,sweet filling,positive,0.578
8800,tang kee,positive,0.578
8826,tank crew,positive,0.578
8827,tankee,positive,0.578
8832,taoist,positive,0.578
8872,tau yu,positive,0.578
9196,trade,positive,0.578
9209,transaction,positive,0.578
9324,umph,positive,0.578
9442,unit of weight,positive,0.578
9557,valid source,positive,0.578
9578,verify,positive,0.578
9652,ward off evil spirit,positive,0.578
9883,xin nian kuai le,positive,0.578
9962,yupi gummy frankfurter,positive,0.578
9992,zhup,positive,0.578
1464,carrot cake,positive,0.577
1674,chicken rice balls,positive,0.577
1824,clear plastic sheet,positive,0.577
1840,close one eye,positive,0.577
2022,corn hoon kueh,positive,0.577
2129,curry puff sayur,positive,0.577
3102,fragrant,positive,0.577
3468,grated radish,positive,0.577
4738,knock bamboo pieces,positive,0.577
4743,ko cha bi,positive,0.577
4971,laksa ipoh,positive,0.577
5121,lepak satu corner,positive,0.577
5504,map drawing,positive,0.577
6015,navigation exercise,positive,0.577
6301,ord,positive,0.577
7382,rice ball,positive,0.577
7764,sell noodles,positive,0.577
8362,steamed pudding,positive,0.577
8766,talcum powder,positive,0.577
8931,telt,positive,0.577
9119,tock tock man,positive,0.577
9634,wah,positive,0.577
263,adorable,positive,0.576
635,attention grabbing,positive,0.576
854,bazaar ramadhan,positive,0.576
908,beh kia nang,positive,0.576
1106,bo cheng hu,positive,0.576
1193,boomz,positive,0.576
1418,calm,positive,0.576
1693,chill,positive,0.576
1717,chinese dumpling,positive,0.576
1879,coffee filter,positive,0.576
1897,collected,positive,0.576
1906,comel,positive,0.576
2123,curry laksa,positive,0.576
2753,evaporated milk,positive,0.576
2949,fever high,positive,0.576
2978,finish work,positive,0.576
4791,kopi sock,positive,0.576
5274,loud,positive,0.576
5279,lovable,positive,0.576
5437,malay traditional costume,positive,0.576
5626,mei mei,positive,0.576
6003,nasi tomato,positive,0.576
6507,pang kang,positive,0.576
7248,red envelope,positive,0.576
7365,return home,positive,0.576
7775,senang diri,positive,0.576
8172,sock-shaped,positive,0.576
8241,soya bean milk,positive,0.576
8607,superior absent,positive,0.576
8869,tau sar piah,positive,0.576
9200,traditional brew,positive,0.576
35,abundant customer,positive,0.575
687,ayam penyet,positive,0.575
748,bad sounding,positive,0.575
1026,bingka ambon,positive,0.575
1516,cewah,positive,0.575
1758,chocolate coating,positive,0.575
1792,chye sim,positive,0.575
1807,citrus flavor,positive,0.575
2327,ding dang chocolate,positive,0.575
2347,disagreeable,positive,0.575
3413,good business,positive,0.575
3472,grating,positive,0.575
3578,hang out,positive,0.575
3765,hiro choc cake,positive,0.575
3839,horlicks sio,positive,0.575
3967,ikan satay,positive,0.575
4226,jarring,positive,0.575
4251,ji dan gao fnb,positive,0.575
4703,kickapoo,positive,0.575
4964,laid back,positive,0.575
5120,lepak one corner,positive,0.575
5419,making,positive,0.575
5420,making money,positive,0.575
5820,moist,positive,0.575
6452,pai thia,positive,0.575
6641,pengat labu,positive,0.575
7066,profitable,positive,0.575
7118,pulut,positive,0.575
7128,pumpkin,positive,0.575
7571,san nin fai lok,positive,0.575
8130,smashed,positive,0.575
8566,sufficient sales,positive,0.575
8858,tau huay chui,positive,0.575
9981,zeh zeh,positive,0.575
333,ah ma,positive,0.574
394,aiseh man,positive,0.574
450,amoi,positive,0.574
532,apom,positive,0.574
548,appropriate look,positive,0.574
896,befitting,positive,0.574
1075,block catching,positive,0.574
1479,catching,positive,0.574
1644,cherry cherry long chiam pas,positive,0.574
1684,childhood game,positive,0.574
1805,cissy cracker,positive,0.574
1909,comfortable,positive,0.574
2089,crown daisy,positive,0.574
2589,easy life,positive,0.574
2654,elder,positive,0.574
2731,equality,positive,0.574
2840,fair,positive,0.574
3092,fortunate,positive,0.574
3296,getuk getuk,positive,0.574
3426,good life,positive,0.574
3781,ho jiak ho koon,positive,0.574
4868,kuih kelupis,positive,0.574
5134,level,positive,0.574
5135,level playing field,positive,0.574
5200,live,positive,0.574
5241,looks qualified,positive,0.574
6031,neighborhood,positive,0.574
6271,ooh say,positive,0.574
6632,penang char kway teow,positive,0.574
6966,potato starch,positive,0.574
7787,sensual,positive,0.574
7821,sex act,positive,0.574
8064,skill,positive,0.574
8065,skilled,positive,0.574
8261,speed,positive,0.574
8577,suitable appearance,positive,0.574
8802,tang oh,positive,0.574
8882,teamwork,positive,0.574
9069,tiger show,positive,0.574
9536,upright,positive,0.574
9939,young girl,positive,0.574
17,abang bod,positive,0.573
478,ang pai,positive,0.573
848,basmati rice,positive,0.573
1346,bukit timah,positive,0.573
1500,cekodok pisang,positive,0.573
1764,choki,positive,0.573
1831,climb hill,positive,0.573
2052,craft,positive,0.573
2478,download,positive,0.573
2696,endearment,positive,0.573
2723,entertainment,positive,0.573
2869,famous,positive,0.573
2944,fermented soybean curd,positive,0.573
3161,fu yu,positive,0.573
3255,garlic prata,positive,0.573
3409,gongfu,positive,0.573
3614,hari raya haji,positive,0.573
4160,internet piracy,positive,0.573
4296,joahamnida,positive,0.573
4444,karipaf sardine,positive,0.573
4866,kuih kaswi,positive,0.573
5015,lancing,positive,0.573
5043,lao po,positive,0.573
5519,martial arts,positive,0.573
5988,nasi jagung,positive,0.573
6000,nasi rawan,positive,0.573
6845,play catching,positive,0.573
7055,primary school,positive,0.573
7615,satki,positive,0.573
7753,self defence,positive,0.573
7997,sin ni kuai lok,positive,0.573
8353,steamed cake,positive,0.573
8685,tagging,positive,0.573
8917,teh pao fnb,positive,0.573
9140,tomato puree,positive,0.573
9175,torrent,positive,0.573
9271,tube-shaped,positive,0.573
9780,wifey,positive,0.573
9827,workmanship,positive,0.573
61,aci,positive,0.572
773,bak chor mee,positive,0.572
883,bee tai bak,positive,0.572
1444,cantonese cuisine,positive,0.572
1692,chili sauce,positive,0.572
1837,close eye,positive,0.572
1901,colorful jelly,positive,0.572
2528,dry fried prawn,positive,0.572
2797,expensive clothes,positive,0.572
3117,freedom,positive,0.572
3386,goddess,positive,0.572
3597,har lok,positive,0.572
3952,ignore,positive,0.572
4712,kim tang tang,positive,0.572
4761,konnyaku jelly,positive,0.572
4926,kwa hee,positive,0.572
5052,lard,positive,0.572
5074,lavish,positive,0.572
5245,lor mai gai,positive,0.572
5281,love letter,positive,0.572
5331,ma chor poh,positive,0.572
5638,melt,positive,0.572
6040,neslo godzilla,positive,0.572
6303,ord mood,positive,0.572
6377,overlook,positive,0.572
6576,patron saint,positive,0.572
6932,popiah goreng,positive,0.572
7676,seafarer,positive,0.572
7680,seasoned glutinous rice,positive,0.572
8264,spend time,positive,0.572
8457,stir fried turnip,positive,0.572
8657,sweet sour,positive,0.572
9141,tomato sauce,positive,0.572
9238,trivial matter,positive,0.572
9290,turn a blind eye,positive,0.572
9562,varied flavors,positive,0.572
9568,vegetable filling,positive,0.572
9692,wear sari,positive,0.572
565,army mate,positive,0.571
596,asam masam manis,positive,0.571
779,bakwan kepiting,positive,0.571
792,bamboo shoot,positive,0.571
922,belacan,positive,0.571
1361,bunk mate,positive,0.571
1665,chicken curry,positive,0.571
1778,christmas,positive,0.571
2023,corn puff,positive,0.571
2048,crab meatball,positive,0.571
2278,develop photo,positive,0.571
2495,dried bean curd,positive,0.571
2500,dried fruit,positive,0.571
2750,eurasian cuisine,positive,0.571
3612,hari raya aidiladha,positive,0.571
3690,help needy,positive,0.571
3891,hum chim peng,positive,0.571
4440,kari debal,positive,0.571
4899,kuih tayap,positive,0.571
5283,loved ones,positive,0.571
5335,ma lai kou,positive,0.571
5644,memories,positive,0.571
6212,offal,positive,0.571
6551,partner,positive,0.571
6569,pastry,positive,0.571
6799,pilgrimage,positive,0.571
6929,pop corn durian,positive,0.571
6930,popcorn,positive,0.571
6946,pork meatball,positive,0.571
7035,preserved,positive,0.571
7503,sacrifice livestock,positive,0.571
7789,seow eh,positive,0.571
8570,sugar coating,positive,0.571
8655,sweet salty,positive,0.571
8861,tau kua,positive,0.571
9199,traditional,positive,0.571
9602,vinegar,positive,0.571
9657,wash,positive,0.571
9747,wheel cracker,positive,0.571
8,4d,positive,0.57
291,agaration,positive,0.57
305,agreeable amount,positive,0.57
318,ah huey fnb,positive,0.57
381,air dried,positive,0.57
550,approximation,positive,0.57
872,beautiful woman,positive,0.57
1587,cheap item,positive,0.57
1779,chrysanthemum,positive,0.57
2113,cup noodles,positive,0.57
2747,estimate,positive,0.57
2762,exact,positive,0.57
3118,freelance,positive,0.57
3934,ice lolly,positive,0.57
4074,indian shopkeeper,positive,0.57
4133,instant noodles,positive,0.57
4315,jube,positive,0.57
4651,kerepek ikan,positive,0.57
4745,koka mee,positive,0.57
4870,kuih kodok,positive,0.57
4880,kuih makmur,positive,0.57
4893,kuih semperit,positive,0.57
5084,leaf-shaped,positive,0.57
5463,mamak shop,positive,0.57
5939,mutton,positive,0.57
6134,non fizzy,positive,0.57
6183,nuts,positive,0.57
6456,pak chew cheng,positive,0.57
6773,physically attractive,positive,0.57
6868,pocky,positive,0.57
6935,popsicle,positive,0.57
6968,potato wheel cracker,positive,0.57
7086,provision shop,positive,0.57
7314,rendang kambing,positive,0.57
7459,roughly,positive,0.57
7582,sarang,positive,0.57
8017,singapore pools,positive,0.57
8257,specific,positive,0.57
8593,sundry good,positive,0.57
8798,tang chek,positive,0.57
9083,timely,positive,0.57
9991,zhun zhun,positive,0.57
272,aeroplane,positive,0.569
419,ali baba bag,positive,0.569
1582,chaydebah,positive,0.569
2010,cookie,positive,0.569
2418,distance,positive,0.569
2551,duffel bag,positive,0.569
2570,durable,positive,0.569
2590,easy task,positive,0.569
2631,effortless,positive,0.569
2843,faith in god,positive,0.569
2915,favourite,positive,0.569
2950,fevret,positive,0.569
3052,fold paper,positive,0.569
3384,god willing,positive,0.569
3565,hami melon,positive,0.569
3822,hopefully,positive,0.569
4123,inshallah,positive,0.569
4841,kuih bangkit,positive,0.569
4968,laksa betawi,positive,0.569
5708,military design,positive,0.569
5931,muskmelon,positive,0.569
6308,oreo coating,positive,0.569
6309,oreo mexico,positive,0.569
6533,paper airplane,positive,0.569
7002,prata keju,positive,0.569
7009,prata tisu,positive,0.569
7026,preferred,positive,0.569
8211,soon kueh,positive,0.569
8245,spacious,positive,0.569
8340,steady pom pee pee,positive,0.569
8356,steamed dumpling,positive,0.569
8991,thambi add,positive,0.569
9250,try my best,positive,0.569
9367,undemanding,positive,0.569
9720,wet wet water,positive,0.569
9944,younger brother,positive,0.569
52,accomplish,positive,0.568
257,admirable quality,positive,0.568
270,advertisement,positive,0.568
323,ah kah chiew ji,positive,0.568
382,air jarang,positive,0.568
783,balik kampung,positive,0.568
1029,birthday,positive,0.568
1079,bludder,positive,0.568
1350,bulk purchase,positive,0.568
1394,buttery,positive,0.568
1968,confirm,positive,0.568
2459,done,positive,0.568
2979,finished,positive,0.568
2986,fish-shaped,positive,0.568
3004,flair,positive,0.568
3049,flying fish biscuit,positive,0.568
3243,gao dim sai,positive,0.568
4295,joahamida,positive,0.568
5041,lao peh,positive,0.568
5161,like,positive,0.568
5226,long life,positive,0.568
5473,man,positive,0.568
5530,mass order,positive,0.568
6004,nasi ulam,positive,0.568
6520,panjang umur,positive,0.568
7549,sambal belachan,positive,0.568
7603,satay celup,positive,0.568
7605,satay gravy,positive,0.568
7905,shredded fish,positive,0.568
7998,sincere,positive,0.568
8026,singgang,positive,0.568
8060,skewered food,positive,0.568
8767,talent,positive,0.568
9120,toddy,positive,0.568
383,air kendi,positive,0.567
525,apam balik,positive,0.567
827,baobei,positive,0.567
1056,black vinegar,positive,0.567
1599,check suitability,positive,0.567
2101,csi,positive,0.567
2179,date,positive,0.567
2322,dim sum,positive,0.567
2629,effort,positive,0.567
3335,ginger,positive,0.567
4039,income,positive,0.567
4130,inspect location,positive,0.567
4821,kuah midnight,positive,0.567
5067,lau pee hui,positive,0.567
5202,livelihood,positive,0.567
5389,main pantat,positive,0.567
5607,mee hoon pattaya,positive,0.567
5609,mee kia,positive,0.567
5699,midnight,positive,0.567
5748,minced pork,positive,0.567
5990,nasi kandar,positive,0.567
6248,omelet wrap,positive,0.567
6819,pisang mas,positive,0.567
6934,popo muruku ikan,positive,0.567
7004,prata pisang,positive,0.567
7281,rekey,positive,0.567
7383,rice bowl,positive,0.567
7553,sambal stingray,positive,0.567
7704,see see look look,positive,0.567
8449,stimulated,positive,0.567
8502,stringray,positive,0.567
8553,subsistence,positive,0.567
8632,sustenance,positive,0.567
8676,tabah,positive,0.567
8889,teddy biscuit,positive,0.567
9031,thorough,positive,0.567
9060,tiau herr,positive,0.567
9122,tofu cheese,positive,0.567
9147,tong shu,positive,0.567
9278,tumpang gembira,positive,0.567
9598,vigilant,positive,0.567
9668,watch movie,positive,0.567
9789,window shopping,positive,0.567
9876,xiao long bao,positive,0.567
313,ah chek,positive,0.566
547,approachable,positive,0.566
693,ba zhang,positive,0.566
1463,carnation milk,positive,0.566
1572,charcoal fire,positive,0.566
1722,chinese god,positive,0.566
1765,choki choki,positive,0.566
1878,coffee creamer,positive,0.566
1941,computer game,positive,0.566
1987,conservative,positive,0.566
2119,curry,positive,0.566
2143,cyber cafe,positive,0.566
2482,dragon boat festival,positive,0.566
2483,dragon boat race,positive,0.566
2658,elder man,positive,0.566
3212,galangal,positive,0.566
3495,grilled fish paste,positive,0.566
3505,group activity,positive,0.566
3638,have fun,positive,0.566
3666,heartlander,positive,0.566
3853,hot beverage,positive,0.566
3856,hot pot,positive,0.566
3864,hou sek,positive,0.566
3915,hype,positive,0.566
3916,hyper,positive,0.566
4439,kari,positive,0.566
4486,kecohrable,positive,0.566
4999,lan game,positive,0.566
5098,lei cha fan,positive,0.566
5115,lengkuas,positive,0.566
5203,lively,positive,0.566
5610,mee pok,positive,0.566
5762,mint,positive,0.566
5794,mixed beverage,positive,0.566
6033,neighbourhood,positive,0.566
6037,nescafe coffee,positive,0.566
6038,neslo,positive,0.566
6307,ordinary singaporean,positive,0.566
6323,otah otah,positive,0.566
6436,pah lan,positive,0.566
6449,pai sin,positive,0.566
6642,pengat pisang,positive,0.566
6895,polo,positive,0.566
7166,qu yuan,positive,0.566
7267,refreshment,positive,0.566
7446,roti aiskrim,positive,0.566
7673,scrumptious,positive,0.566
7860,sharp scent,positive,0.566
7990,simmer,positive,0.566
8349,steamboat,positive,0.566
8774,talk loudly,positive,0.566
8831,taoism,positive,0.566
8880,tea leaf,positive,0.566
9949,yuan yang,positive,0.566
10,8456,positive,0.565
621,astonished,positive,0.565
957,bergedel,positive,0.565
1462,caring parent,positive,0.565
1560,char bor,positive,0.565
1658,chick,positive,0.565
1859,coca cola,positive,0.565
1960,cone-shaped,positive,0.565
2234,delicious,positive,0.565
3340,girl,positive,0.565
3425,good learning environment,positive,0.565
3595,har cheong gai,positive,0.565
3799,holistic education,positive,0.565
4237,jelly cone,positive,0.565
4787,kopi peng,positive,0.565
4824,kuai kia,positive,0.565
4835,kuih akok kedut,positive,0.565
4851,kuih bongkong,positive,0.565
4959,lady,positive,0.565
4963,lai kor,positive,0.565
4986,laksa terengganu,positive,0.565
5287,loving lion,positive,0.565
5529,mashed potato,positive,0.565
5722,milo peng,positive,0.565
6063,nian gao,positive,0.565
6656,pepsi,positive,0.565
7872,shioklicious,positive,0.565
8180,soft drink,positive,0.565
8184,soft skill,positive,0.565
8695,tahu goreng,positive,0.565
8795,tan lui,positive,0.565
8935,tempat biasa,positive,0.565
9298,tutup satu mata,positive,0.565
9806,woah,positive,0.565
60,achieved,positive,0.564
572,aromatic rice,positive,0.564
1315,buay kia nang tu lan,positive,0.564
1321,buay si gor lark,positive,0.564
1673,chicken rice,positive,0.564
1964,confident,positive,0.564
2289,diamond-shaped,positive,0.564
2592,eat,positive,0.564
3060,food wrapper,positive,0.564
3244,gao ding,positive,0.564
3579,hang zheng pai,positive,0.564
4273,jiak png,positive,0.564
4902,kuih wajik,positive,0.564
4985,laksa tangerang,positive,0.564
5027,lanzone,positive,0.564
5153,light brown color,positive,0.564
5502,mantat,positive,0.564
5531,master,positive,0.564
5558,mata kuching,positive,0.564
5583,meal,positive,0.564
5664,mentor,positive,0.564
6273,opeh,positive,0.564
6488,palm leaf,positive,0.564
6499,pandai,positive,0.564
6804,pineapple prata,positive,0.564
7343,resolved,positive,0.564
7381,rice,positive,0.564
7865,shi fu,positive,0.564
8009,singapore culture,positive,0.564
8359,steamed glutinous rice,positive,0.564
8507,strong-willed,positive,0.564
8912,teh o kosong,positive,0.564
9032,thosai,positive,0.564
9333,unashamed,positive,0.564
9900,yau zha guai,positive,0.564
528,apollo chocolate wafer,positive,0.563
544,appreciative,positive,0.563
625,at ease,positive,0.563
803,bandung dinosaur,positive,0.563
921,beholden,positive,0.563
958,berhutang budi,positive,0.563
1212,bottled drink,positive,0.563
1465,carrot juice,positive,0.563
1469,carry kavadi,positive,0.563
1634,cheese stick,positive,0.563
1635,cheese topping,positive,0.563
2810,express gratitude,positive,0.563
3154,fruit juice,positive,0.563
3356,glutinous rice,positive,0.563
3358,glutinous rice cake,positive,0.563
3760,hindu festival,positive,0.563
4067,indian festival,positive,0.563
4441,kari laksa,positive,0.563
4472,kaya toast,positive,0.563
4508,kelantan laksa,positive,0.563
5723,milo powder,positive,0.563
6073,nin ko,positive,0.563
6219,offering,positive,0.563
6515,pang sim,positive,0.563
7124,pulut tatal,positive,0.563
7222,reasssure,positive,0.563
7257,red wrapper,positive,0.563
7291,relief,positive,0.563
7294,relieved,positive,0.563
7315,repay kindness,positive,0.563
7406,ring pop,positive,0.563
7442,rose syrup,positive,0.563
7713,seek forgiveness,positive,0.563
8178,soft bread,positive,0.563
8796,tandoori chicken,positive,0.563
8988,thaipusam,positive,0.563
9118,toasted bread,positive,0.563
9753,whew,positive,0.563
9872,xiao bai tu,positive,0.563
277,affectionate,positive,0.562
432,alternative,positive,0.562
708,backup,positive,0.562
924,belakang mari,positive,0.562
1232,braised pork,positive,0.562
1638,chellam,positive,0.562
1728,chinese mustard,positive,0.562
1889,cold appetizer,positive,0.562
2193,dear,positive,0.562
2524,drunken chicken,positive,0.562
2572,durian pop corn,positive,0.562
2721,entertain,positive,0.562
2860,fallback,positive,0.562
2905,fatty pork,positive,0.562
3159,fry,positive,0.562
3710,heong siu,positive,0.562
4021,in love,positive,0.562
4771,kopi auntie,positive,0.562
4811,ku cai kueh,positive,0.562
5516,marinade with alcohol,positive,0.562
5559,mata lembu,positive,0.562
5623,mei cai kou rou,positive,0.562
6598,peach kueh,positive,0.562
6835,plan,positive,0.562
7486,runny yolk,positive,0.562
8366,steamed whole chicken,positive,0.562
8479,strategy,positive,0.562
8596,sunny side up,positive,0.562
8841,taruh hati,positive,0.562
307,ah balling,positive,0.561
3924,ice cream ah pek,positive,0.561
4934,la mian,positive,0.561
4972,laksa johor,positive,0.561
5489,mango,positive,0.561
5490,mango lassi,positive,0.561
6810,pintar,positive,0.561
7175,quick witted,positive,0.561
8246,spaghetti,positive,0.561
8492,stretch dough,positive,0.561
8897,teh c kah tai,positive,0.561
1873,coconut rice,positive,0.56
2054,cram,positive,0.56
2140,cutelicious,positive,0.56
2141,cutielicious,positive,0.56
2456,domestic help,positive,0.56
2501,dried melon seed,positive,0.56
2645,eh sai,positive,0.56
2985,fish,positive,0.56
3515,guangdong province,positive,0.56
3782,ho kua,positive,0.56
3861,hotdog prata,positive,0.56
3959,ikan,positive,0.56
4815,kuachi,positive,0.56
4846,kuih bingka sarang,positive,0.56
4924,kutti,positive,0.56
5086,learn,positive,0.56
5133,lettuce,positive,0.56
5154,light flavor,positive,0.56
5196,little,positive,0.56
5211,local bakery,positive,0.56
5364,mah jie,positive,0.56
5378,maidservant,positive,0.56
5622,mei cai,positive,0.56
5645,memorize,positive,0.56
5719,milo godzilla,positive,0.56
5866,mug,positive,0.56
5977,nasi ayam,positive,0.56
5994,nasi lemak,positive,0.56
6655,pepero,positive,0.56
6811,pioneer generation,positive,0.56
6861,pleasing,positive,0.56
6906,ponytail,positive,0.56
7375,revise,positive,0.56
8016,singapore pioneers,positive,0.56
8112,small,positive,0.56
8187,soft toast,positive,0.56
8517,study,positive,0.56
8643,sweet bread,positive,0.56
8835,tapioca flour,positive,0.56
8854,tau geh,positive,0.56
9117,toast cake,positive,0.56
9137,tomato,positive,0.56
3,11b,positive,0.559
449,amma,positive,0.559
500,anneh,positive,0.559
564,army enlistment,positive,0.559
843,basic information,positive,0.559
1252,breasts,positive,0.559
1387,butter cake,positive,0.559
1426,can say again,positive,0.559
1471,cash,positive,0.559
1667,chicken feet,positive,0.559
1677,chicken wings,positive,0.559
1794,cibinong laksa,positive,0.559
1811,clarification,positive,0.559
2116,curious,positive,0.559
2118,currency,positive,0.559
2497,dried fish,positive,0.559
2499,dried fish strip,positive,0.559
2637,egg wafer,positive,0.559
2726,enticing,positive,0.559
2940,fermented,positive,0.559
3647,hay ko,positive,0.559
3763,hip siong,positive,0.559
3943,identity card,positive,0.559
4076,indian woman,positive,0.559
4892,kuih salat,positive,0.559
4894,kuih semprong,positive,0.559
4923,kuti kuti,positive,0.559
5216,loh kai yik,positive,0.559
5312,lui,positive,0.559
6770,photograph,positive,0.559
6783,piak piak,positive,0.559
6807,pink stew,positive,0.559
7105,pudding,positive,0.559
7107,pudding marmer,positive,0.559
7297,religious leader,positive,0.559
7317,repeat,positive,0.559
7329,request,positive,0.559
7368,reveal cleavage,positive,0.559
7371,revealing clothes,positive,0.559
7897,show half ball,positive,0.559
8006,singapore armed forces,positive,0.559
8145,snap a shot,positive,0.559
8503,strip,positive,0.559
8511,strong smell,positive,0.559
8574,sugee cake,positive,0.559
8920,teh pua seo,positive,0.559
9818,wonton noodles,positive,0.559
341,ah pek aiskrim,positive,0.558
610,assam pedas,positive,0.558
791,bamboo leaf,positive,0.558
821,bantal busuk,positive,0.558
1007,big hearted,positive,0.558
1031,birthday longevity noodles,positive,0.558
1068,blessing,positive,0.558
1227,braised,positive,0.558
1229,braised duck,positive,0.558
1646,chewy texture,positive,0.558
2007,cook,positive,0.558
2222,deference,positive,0.558
2433,divide,positive,0.558
2448,dodol,positive,0.558
2620,ee mian,positive,0.558
2730,equal amount,positive,0.558
2909,faultless,positive,0.558
2993,fish stew,positive,0.558
3024,flawless,positive,0.558
3157,fruity,positive,0.558
3280,generous,positive,0.558
3343,give face,positive,0.558
3378,god,positive,0.558
3517,guanyin ma,positive,0.558
4759,kongsi,positive,0.558
4852,kuih bronok,positive,0.558
4886,kuih pancong,positive,0.558
4915,kunji,positive,0.558
4987,laksam,positive,0.558
5220,lollipop,positive,0.558
5244,lor ark,positive,0.558
5282,loveable,positive,0.558
5528,mashallah,positive,0.558
5673,mercy,positive,0.558
5917,murah hati,positive,0.558
6728,perfect,positive,0.558
6750,pet,positive,0.558
6941,pork belly,positive,0.558
7003,prata man,positive,0.558
7080,protect pride,positive,0.558
7082,protection,positive,0.558
7142,push pop,positive,0.558
7853,share,positive,0.558
8282,split,positive,0.558
8444,sticky rice dumpling,positive,0.558
8471,storable,positive,0.558
8641,swee swee boh zhao chwee,positive,0.558
8836,tapioca pearl,positive,0.558
8873,tau yu bak,positive,0.558
9658,wash photo,positive,0.558
9781,will of god,positive,0.558
9922,you char kway,positive,0.558
243,active lifestyle,positive,0.557
372,ai sio gan mai,positive,0.557
385,air paip,positive,0.557
417,alhamdulillah,positive,0.557
495,animal-shaped,positive,0.557
573,aroused,positive,0.557
606,aspiration,positive,0.557
862,bean sprout,positive,0.557
1246,break time,positive,0.557
1872,coconut milk,positive,0.557
2060,creamy,positive,0.557
2298,diced tofu,positive,0.557
2634,egg noodles,positive,0.557
2779,exciting sex,positive,0.557
2998,fit,positive,0.557
2999,fitspo,positive,0.557
3460,grand event,positive,0.557
3465,granulated,positive,0.557
3879,huat ah,positive,0.557
3885,hudsons,positive,0.557
4132,inspiration,positive,0.557
4445,karipaf sayur,positive,0.557
4976,laksa kelantan,positive,0.557
5234,lontong,positive,0.557
5714,milky,positive,0.557
6350,outing,positive,0.557
6537,paper thosai,positive,0.557
6652,people mountain people sea,positive,0.557
6832,plain pancake,positive,0.557
6878,polar snack,positive,0.557
7396,rickshaw noodles,positive,0.557
7431,role model,positive,0.557
7434,rolled pancake,positive,0.557
7573,santan,positive,0.557
8192,sold on rickshaw,positive,0.557
8867,tau sar,positive,0.557
8883,tear piak shoot,positive,0.557
8896,teh c,positive,0.557
9011,thickening,positive,0.557
9037,thousand layer cake,positive,0.557
9640,walk walk,positive,0.557
9924,you mian,positive,0.557
28,above average,positive,0.556
881,bee koh,positive,0.556
1330,buay yau kin,positive,0.556
1570,char siew su,positive,0.556
1985,conpirm,positive,0.556
3214,gam sia,positive,0.556
3546,hainanese chicken rice,positive,0.556
3735,high-class,positive,0.556
5037,lao hor,positive,0.556
5137,li ho,positive,0.556
5181,lim coffee,positive,0.556
5212,local beverage,positive,0.556
5284,lover,positive,0.556
5614,mee soto,positive,0.556
5927,mushroom prata,positive,0.556
5967,nanyang roast,positive,0.556
6058,ni hao,positive,0.556
6166,nothing serious,positive,0.556
6470,pakwa,positive,0.556
7231,receive help,positive,0.556
7313,rendang daging,positive,0.556
7414,roasted,positive,0.556
7415,roasted chicken,positive,0.556
7681,seasoned seaweed,positive,0.556
7683,seaweed,positive,0.556
8205,song,positive,0.556
8354,steamed chicken,positive,0.556
9531,up there,positive,0.556
287,agakration,positive,0.555
293,aggrandize,positive,0.555
533,appa,positive,0.555
1238,brave,positive,0.555
1627,cheerful,positive,0.555
1666,chicken feed,positive,0.555
1912,commendable,positive,0.555
1961,cone-shaped rice,positive,0.555
2236,delighted,positive,0.555
2303,die cock stand,positive,0.555
2436,diwali,positive,0.555
2496,dried fig,positive,0.555
2612,edible fruit,positive,0.555
2714,enjoy life,positive,0.555
2776,excited,positive,0.555
2778,exciting adventure,positive,0.555
2897,father,positive,0.555
2960,fig,positive,0.555
3205,gagah,positive,0.555
3208,gain face,positive,0.555
3209,gain reputation,positive,0.555
3591,happy,positive,0.555
3816,honor,positive,0.555
3874,hua hee,positive,0.555
4052,increase status,positive,0.555
4224,japanese cuisine,positive,0.555
5721,milo kah koi neng,positive,0.555
6207,octopus,positive,0.555
6313,orgasmic,positive,0.555
6602,peanut butter,positive,0.555
